      21.50000   1.00E+30  -1.
      21.66667   1.00E+30  -1.
      21.83333   1.00E+30  -1.
      22.00000   1.00E+30  -1.
      22.16667   1.00E+30  -1.
      22.33333   1.00E+30  -1.
      22.50000   1.00E+30  -1.
      22.66667   1.00E+30  -1.
      22.83333   1.00E+30  -1.
      23.00000   1.00E+30  -1.
      23.16667   1.00E+30  -1.
      23.33333   1.00E+30  -1.
      23.50000   1.00E+30  -1.
      23.66667   1.00E+30  -1.
      23.83333   1.00E+30  -1.
      24.00000   1.00E+30  -1.
      24.16667   1.00E+30  -1.
      24.33333   1.00E+30  -1.
      24.50000   1.00E+30  -1.
      24.66667   1.00E+30  -1.
      24.83333   1.00E+30  -1.
      25.00000   1.00E+30  -1.
      25.16667   1.00E+30  -1.
      25.33333   1.00E+30  -1.
      25.50000   1.00E+30  -1.
      25.66667   1.00E+30  -1.
      25.83333   1.00E+30  -1.
      26.00000   1.00E+30  -1.
      26.16667   1.00E+30  -1.
      26.33333   1.00E+30  -1.
      26.50000   1.00E+30  -1.
      26.66667   1.00E+30  -1.
      26.83333   1.00E+30  -1.
      27.00000   1.00E+30  -1.
      27.16667   1.00E+30  -1.
      27.33333   1.00E+30  -1.
      27.50000   1.00E+30  -1.
      27.66667   1.00E+30  -1.
      27.83333   1.00E+30  -1.
      28.00000   1.00E+30  -1.
      28.16667   1.00E+30  -1.
      28.33333   1.00E+30  -1.
      28.50000   1.00E+30  -1.
      28.66667   1.00E+30  -1.
      28.83333   1.00E+30  -1.
      29.00000   1.00E+30  -1.
      29.16667   1.00E+30  -1.
      29.33333   1.00E+30  -1.
      29.50000   1.00E+30  -1.
      29.66667   1.00E+30  -1.
      29.83333   1.00E+30  -1.
      30.00000   1.00E+30  -1.
      30.16667   1.00E+30  -1.
      30.33333   1.00E+30  -1.
      30.50000   1.00E+30  -1.
      30.66667   1.00E+30  -1.
      30.83333   1.00E+30  -1.
      31.00000   1.00E+30  -1.
      31.16667   1.00E+30  -1.
      31.33333   1.00E+30  -1.
      31.50000   1.00E+30  -1.
      31.66667   1.00E+30  -1.
      31.83333   1.00E+30  -1.
      32.00000   1.00E+30  -1.
      32.16667   1.00E+30  -1.
      32.33333   1.00E+30  -1.
      32.50000   1.00E+30  -1.
      32.66667   1.00E+30  -1.
      32.83333   1.00E+30  -1.
      33.00000   1.00E+30  -1.
      33.16667   1.00E+30  -1.
      33.33333   1.00E+30  -1.
      33.50000   1.00E+30  -1.
      33.66667   1.00E+30  -1.
      33.83333   1.00E+30  -1.
      34.00000   1.00E+30  -1.
      34.16667   1.00E+30  -1.
      34.33333   1.00E+30  -1.
      34.50000   1.00E+30  -1.
      34.66667   1.00E+30  -1.
      34.83333   1.00E+30  -1.
      35.00000   1.00E+30  -1.
      35.16667   1.00E+30  -1.
      35.33333   1.00E+30  -1.
      35.50000   1.00E+30  -1.
      35.66667   1.00E+30  -1.
      35.83333   1.00E+30  -1.
      36.00000   1.00E+30  -1.
      36.16667   1.00E+30  -1.
      36.33333   1.00E+30  -1.
      36.50000   1.00E+30  -1.
      36.66667   1.00E+30  -1.
      36.83333   1.00E+30  -1.
      37.00000   1.00E+30  -1.
      37.16667   1.00E+30  -1.
      37.33333   1.00E+30  -1.
      37.50000   1.00E+30  -1.
      37.66667   1.00E+30  -1.
      37.83333   1.00E+30  -1.
      38.00000   1.00E+30  -1.
      38.16667   1.00E+30  -1.
      38.33333   1.00E+30  -1.
      38.50000   1.00E+30  -1.
      38.66667   1.00E+30  -1.
      38.83333   1.00E+30  -1.
      39.00000   1.00E+30  -1.
      39.16667   1.00E+30  -1.
      39.33333   1.00E+30  -1.
      39.50000   1.00E+30  -1.
      39.66667   1.00E+30  -1.
      39.83333   1.00E+30  -1.
      40.00000   1.00E+30  -1.
      40.16667   1.00E+30  -1.
      40.33333   1.00E+30  -1.
      40.50000   1.00E+30  -1.
      40.66667   1.00E+30  -1.
      40.83333   1.00E+30  -1.
      41.00000   1.00E+30  -1.
      41.16667   1.00E+30  -1.
      41.33333   1.00E+30  -1.
      41.50000   1.00E+30  -1.
      41.66667   1.00E+30  -1.
      41.83333   1.00E+30  -1.
      42.00000   1.00E+30  -1.
      42.16667   1.00E+30  -1.
      42.33333   1.00E+30  -1.
      42.50000   1.00E+30  -1.
      42.66667   1.00E+30  -1.
      42.83333   1.00E+30  -1.
      43.00000   1.00E+30  -1.
      43.16667   1.00E+30  -1.
      43.33333   1.00E+30  -1.
      43.50000   1.00E+30  -1.
      43.66667   1.00E+30  -1.
      43.83333   1.00E+30  -1.
      44.00000   1.00E+30  -1.
      44.16667   1.00E+30  -1.
      44.33333   1.00E+30  -1.
      44.50000   1.00E+30  -1.
      44.66667   1.00E+30  -1.
      44.83333   1.00E+30  -1.
      45.00000   1.00E+30  -1.
      45.16667   1.00E+30  -1.
      45.33333   1.00E+30  -1.
      45.50000   1.00E+30  -1.
      45.66667   1.00E+30  -1.
      45.83333   1.00E+30  -1.
      46.00000   1.00E+30  -1.
      46.16667   1.00E+30  -1.
      46.33333   1.00E+30  -1.
      46.50000   1.00E+30  -1.
      46.66667   1.00E+30  -1.
      46.83333   1.00E+30  -1.
      47.00000   1.00E+30  -1.
      47.16667   1.00E+30  -1.
      47.33333   1.00E+30  -1.
      47.50000   1.00E+30  -1.
      47.66667   1.00E+30  -1.
      47.83333   1.00E+30  -1.
      48.00000   1.00E+30  -1.
      48.16667   1.00E+30  -1.
      48.33333   1.00E+30  -1.
      48.50000   1.00E+30  -1.
      48.66667   1.00E+30  -1.
      48.83333   1.00E+30  -1.
      49.00000   1.00E+30  -1.
      49.16667   1.00E+30  -1.
      49.33333   1.00E+30  -1.
      49.50000   1.00E+30  -1.
      49.66667   1.00E+30  -1.
      49.83333   1.00E+30  -1.
      50.00000   1.00E+30  -1.
